id,source,sid,period,year,frequency,currency,total_revenue,gross_profit,net_income,basic_eps,norm_ebitda,net_profit,net_profit_growth,eps_growth,dividend_per_share,created_date,updated_date
16478,aastocks,2342.HK,2018/06,2018,quarterly,HKD,,,,0.0086,,21000000.0,-77.68,-77.66,0.0,,
16479,aastocks,2342.HK,2019/06,2019,quarterly,HKD,,,,0.0335,,82000000.0,290.97,289.53,0.01,,
16480,aastocks,2342.HK,2020/06,2020,quarterly,HKD,,,,0.0209,,53000000.0,-35.37,-37.61,0.007,,
16481,aastocks,2343.HK,2016/12,2016,annual,HKD,,,,-0.2039,,-671000000.0,-367.02,-275.88,0.0,,
16482,aastocks,2343.HK,2017/12,2017,annual,HKD,,,,0.007,,28000000.0,-,-,0.0,,
16483,aastocks,2343.HK,2018/12,2018,annual,HKD,,,,0.1285,,566000000.0,1.91K,1.73K,0.0619,,
16484,aastocks,2343.HK,2019/12,2019,annual,HKD,,,,0.0428,,196000000.0,-65.45,-66.66,0.021,,
16485,aastocks,2343.HK,2020/12,2020,annual,HKD,,,,-0.345,,-1614000000.0,-,-,0.0,,
16486,aastocks,2343.HK,2016/06,2016,quarterly,HKD,,,,-0.1443,,-386000000.0,-,-,0.0,,
16487,aastocks,2343.HK,2017/06,2017,quarterly,HKD,,,,-0.0234,,-93000000.0,75.82,83.77,0.0,,
16488,aastocks,2343.HK,2018/06,2018,quarterly,HKD,,,,0.0549,,241000000.0,-,-,0.0251,,
16489,aastocks,2343.HK,2019/06,2019,quarterly,HKD,,,,0.0141,,64000000.0,-73.40,-74.40,0.0,,
16490,aastocks,2343.HK,2020/06,2020,quarterly,HKD,,,,-0.3697,,-1724000000.0,-,-,0.0,,
16491,aastocks,2345.HK,2015/12,2015,annual,HKD,,,,0.1544,,218000000.0,117.12,120.97,0.0376,,
16492,aastocks,2345.HK,2016/12,2016,annual,HKD,,,,0.1601,,226000000.0,3.36,3.70,0.0389,,
16493,aastocks,2345.HK,2017/12,2017,annual,HKD,,,,0.2153,,304000000.0,34.59,34.47,0.0,,
16494,aastocks,2345.HK,2018/12,2018,annual,HKD,,,,0.2264,,319000000.0,5.09,5.12,0.0467,,
16495,aastocks,2345.HK,2019/12,2019,annual,HKD,,,,0.0836,,142000000.0,-55.42,-63.07,0.0425,,
16496,aastocks,2345.HK,2016/06,2016,quarterly,HKD,,,,0.0929,,131000000.0,3.96,4.44,0.0,,
16497,aastocks,2345.HK,2017/06,2017,quarterly,HKD,,,,0.1298,,183000000.0,39.74,39.71,0.0,,
16498,aastocks,2345.HK,2018/06,2018,quarterly,HKD,,,,0.1583,,220000000.0,20.27,21.97,0.0,,
16499,aastocks,2345.HK,2019/06,2019,quarterly,HKD,,,,0.0766,,130000000.0,-40.77,-51.60,0.0,,
16500,aastocks,2345.HK,2020/06,2020,quarterly,HKD,,,,-0.0141,,-24000000.0,-,-,0.0,,
16501,aastocks,2346.HK,2016/12,2016,annual,HKD,,,,0.0,,34000000.0,-,-,0.0,,
16502,aastocks,2346.HK,2017/12,2017,annual,HKD,,,,0.0,,46000000.0,37.75,-,0.0,,
16503,aastocks,2346.HK,2018/12,2018,annual,HKD,,,,0.0,,58000000.0,25.08,-,0.0,,
16504,aastocks,2346.HK,2019/12,2019,annual,HKD,,,,0.1296,,59000000.0,1.15,-,0.0,,
16505,aastocks,2346.HK,2019/06,2019,quarterly,HKD,,,,0.0682,,27000000.0,-,-,0.0,,
16506,aastocks,2346.HK,2020/06,2020,quarterly,HKD,,,,0.103,,52000000.0,88.72,51.08,0.0,,
16507,aastocks,2348.HK,2015/12,2015,annual,HKD,,,,0.442,,355000000.0,38.83,39.06,0.15,,
16508,aastocks,2348.HK,2016/12,2016,annual,HKD,,,,0.3683,,296000000.0,-16.86,-16.68,0.13,,
16509,aastocks,2348.HK,2017/12,2017,annual,HKD,,,,0.2202,,351000000.0,18.87,-40.20,0.0751,,
16510,aastocks,2348.HK,2018/12,2018,annual,HKD,,,,0.2182,,346000000.0,-1.47,-0.95,0.15,,
16511,aastocks,2348.HK,2019/12,2019,annual,HKD,,,,0.1811,,285000000.0,-17.52,-16.96,0.058,,
16512,aastocks,2348.HK,2016/06,2016,quarterly,HKD,,,,0.1902,,153000000.0,-20.77,-20.70,0.03,,
16513,aastocks,2348.HK,2017/06,2017,quarterly,HKD,,,,0.1071,,172000000.0,12.47,-43.67,0.03,,
16514,aastocks,2348.HK,2018/06,2018,quarterly,HKD,,,,0.1238,,196000000.0,14.42,15.60,0.015,,
16515,aastocks,2348.HK,2019/06,2019,quarterly,HKD,,,,0.1078,,171000000.0,-12.98,-12.94,0.015,,
16516,aastocks,2348.HK,2020/06,2020,quarterly,HKD,,,,0.0917,,142000000.0,-16.85,-14.98,0.015,,
16517,aastocks,2349.HK,2015/12,2015,annual,HKD,,,,-0.0877,,-179000000.0,-,-,0.0,,
16518,aastocks,2349.HK,2016/12,2016,annual,HKD,,,,-0.2075,,-452000000.0,-152.02,-136.60,0.0,,
16519,aastocks,2349.HK,2017/12,2017,annual,HKD,,,,-0.108,,-287000000.0,36.50,47.95,0.0,,
16520,aastocks,2349.HK,2018/12,2018,annual,HKD,,,,-0.0567,,-175000000.0,39.05,47.50,0.0,,
16521,aastocks,2349.HK,2019/12,2019,annual,HKD,,,,-0.0566,,-176000000.0,-0.60,0.18,0.0,,
16522,aastocks,2349.HK,2016/06,2016,quarterly,HKD,,,,-0.091,,-186000000.0,-110.86,-110.65,0.0,,
16523,aastocks,2349.HK,2017/06,2017,quarterly,HKD,,,,-0.0719,,-172000000.0,7.87,20.99,0.0,,
16524,aastocks,2349.HK,2018/06,2018,quarterly,HKD,,,,-0.0265,,-82000000.0,52.40,63.14,0.0,,
16525,aastocks,2349.HK,2019/06,2019,quarterly,HKD,,,,-0.0166,,-51000000.0,37.35,37.36,0.0,,
16526,aastocks,2349.HK,2020/06,2020,quarterly,HKD,,,,-0.03,,-94000000.0,-82.97,-80.72,0.0,,
16527,aastocks,2355.HK,2015/12,2015,annual,HKD,,,,1.0703,,663000000.0,-18.11,-15.08,0.1176,,
16528,aastocks,2355.HK,2016/12,2016,annual,HKD,,,,0.9557,,586000000.0,-11.67,-10.71,0.0,,
16529,aastocks,2355.HK,2017/12,2017,annual,HKD,,,,1.2349,,730000000.0,24.67,29.21,0.0,,
16530,aastocks,2355.HK,2018/12,2018,annual,HKD,,,,1.7421,,995000000.0,36.35,41.07,0.0,,
16531,aastocks,2355.HK,2019/12,2019,annual,HKD,,,,1.6986,,957000000.0,-3.82,-2.49,0.0,,
16532,aastocks,2355.HK,2016/06,2016,quarterly,HKD,,,,0.4993,,303000000.0,1.83,5.19,0.0,,
16533,aastocks,2355.HK,2017/06,2017,quarterly,HKD,,,,0.634,,373000000.0,23.10,26.97,0.0,,
16534,aastocks,2355.HK,2018/06,2018,quarterly,HKD,,,,0.8985,,519000000.0,39.15,41.72,0.0,,
16535,aastocks,2355.HK,2019/06,2019,quarterly,HKD,,,,0.6707,,376000000.0,-27.50,-25.36,0.0,,
16536,aastocks,2355.HK,2020/06,2020,quarterly,HKD,,,,0.581,,327000000.0,-13.19,-13.37,0.0,,
16537,aastocks,2356.HK,2015/12,2015,annual,HKD,,,,1.57,,2201000000.0,8.21,5.37,0.38,,
16538,aastocks,2356.HK,2016/12,2016,annual,HKD,,,,1.53,,2145000000.0,-2.51,-2.55,0.38,,
16539,aastocks,2356.HK,2017/12,2017,annual,HKD,,,,1.56,,2186000000.0,1.90,1.96,0.42,,
16540,aastocks,2356.HK,2018/12,2018,annual,HKD,,,,1.77,,2480000000.0,13.42,13.46,0.48,,
16541,aastocks,2356.HK,2019/12,2019,annual,HKD,,,,1.59,,2240000000.0,-9.67,-10.17,0.48,,
16542,aastocks,2356.HK,2016/06,2016,quarterly,HKD,,,,0.77,,1073000000.0,-13.89,-13.48,0.1,,
16543,aastocks,2356.HK,2017/06,2017,quarterly,HKD,,,,0.93,,1299000000.0,21.10,20.78,0.11,,
16544,aastocks,2356.HK,2018/06,2018,quarterly,HKD,,,,0.96,,1347000000.0,3.68,3.23,0.13,,
16545,aastocks,2356.HK,2019/06,2019,quarterly,HKD,,,,0.96,,1355000000.0,0.57,0.00,0.13,,
16546,aastocks,2356.HK,2020/06,2020,quarterly,HKD,,,,0.67,,946000000.0,-30.16,-30.21,0.08,,
16547,aastocks,2357.HK,2015/12,2015,annual,HKD,,,,0.2258,,1344000000.0,37.86,26.54,0.0235,,
16548,aastocks,2357.HK,2016/12,2016,annual,HKD,,,,0.2156,,1289000000.0,-4.09,-4.53,0.0222,,
16549,aastocks,2357.HK,2017/12,2017,annual,HKD,,,,0.2458,,1465000000.0,13.67,14.00,0.036,,
16550,aastocks,2357.HK,2018/12,2018,annual,HKD,,,,0.2448,,1464000000.0,-0.11,-0.40,0.0342,,
16551,aastocks,2357.HK,2019/12,2019,annual,HKD,,,,0.2459,,1539000000.0,5.11,0.43,0.0335,,
16552,aastocks,2357.HK,2016/06,2016,quarterly,HKD,,,,0.0981,,585000000.0,-0.64,-0.70,0.0,,
16553,aastocks,2357.HK,2017/06,2017,quarterly,HKD,,,,0.1067,,637000000.0,8.75,8.78,0.0,,
16554,aastocks,2357.HK,2018/06,2018,quarterly,HKD,,,,0.1185,,706000000.0,10.95,10.98,0.0,,
16555,aastocks,2357.HK,2019/06,2019,quarterly,HKD,,,,0.1162,,725000000.0,2.70,-1.93,0.0,,
16556,aastocks,2357.HK,2020/06,2020,quarterly,HKD,,,,0.13,,811000000.0,11.82,11.91,0.0,,
16557,aastocks,2358.HK,2015/12,2015,annual,HKD,,,,-0.0102,,-39000000.0,-,-,0.0,,
16558,aastocks,2358.HK,2016/12,2016,annual,HKD,,,,-0.0086,,-35000000.0,9.26,15.69,0.0,,
16559,aastocks,2358.HK,2017/12,2017,annual,HKD,,,,0.006,,32000000.0,-,-,0.0,,
16560,aastocks,2358.HK,2018/12,2018,annual,HKD,,,,0.0099,,54000000.0,71.27,65.00,0.0,,
16561,aastocks,2358.HK,2019/12,2019,annual,HKD,,,,0.0048,,26000000.0,-51.58,-51.52,0.0,,
16562,aastocks,2358.HK,2016/06,2016,quarterly,HKD,,,,-0.0015,,-6000000.0,71.06,71.15,0.0,,
16563,aastocks,2358.HK,2017/06,2017,quarterly,HKD,,,,0.0006,,3000000.0,-,-,0.0,,
16564,aastocks,2358.HK,2018/06,2018,quarterly,HKD,,,,0.0027,,15000000.0,345.71,350.00,0.0,,
16565,aastocks,2358.HK,2019/06,2019,quarterly,HKD,,,,0.0053,,29000000.0,98.70,96.30,0.0,,
16566,aastocks,2358.HK,2020/06,2020,quarterly,HKD,,,,0.004,,22000000.0,-24.95,-24.53,0.0,,
16567,aastocks,2359.HK,2015/12,2015,annual,HKD,,,,0.4587,,410000000.0,-,-,0.0,,
16568,aastocks,2359.HK,2016/12,2016,annual,HKD,,,,1.2002,,1083000000.0,163.98,161.65,0.0,,
16569,aastocks,2359.HK,2017/12,2017,annual,HKD,,,,1.5706,,1471000000.0,35.79,30.86,0.0,,
16570,aastocks,2359.HK,2018/12,2018,annual,HKD,,,,1.8104,,2574000000.0,74.95,15.27,0.6604,,
16571,aastocks,2359.HK,2019/12,2019,annual,HKD,,,,1.274,,2072000000.0,-19.48,-29.63,0.3766,,
16572,aastocks,2359.HK,2019/06,2019,quarterly,HKD,,,,0.5229,,1201000000.0,-,-,0.0,,
16573,aastocks,2359.HK,2020/06,2020,quarterly,HKD,,,,0.8222,,1882000000.0,56.70,57.23,0.0,,
16574,aastocks,2360.HK,2016/03,2016,annual,HKD,,,,0.0,,12000000.0,-,-,0.0,,
16575,aastocks,2360.HK,2017/03,2017,annual,HKD,,,,0.0,,25000000.0,101.96,-,0.0,,
16576,aastocks,2360.HK,2018/03,2018,annual,HKD,,,,0.0,,54000000.0,113.17,-,0.0,,
16577,aastocks,2360.HK,2019/03,2019,annual,HKD,,,,0.074,,60000000.0,11.43,-,0.06,,
16578,aastocks,2360.HK,2020/03,2020,annual,HKD,,,,0.012,,12000000.0,-79.74,-83.78,0.015,,
16579,aastocks,2360.HK,2019/09,2019,quarterly,HKD,,,,0.013,,13000000.0,-,-,0.015,,
16580,aastocks,2360.HK,2020/09,2020,quarterly,HKD,,,,0.036,,36000000.0,165.21,176.92,0.02,,
16581,aastocks,2362.HK,2015/12,2015,annual,HKD,,,,-0.5201,,-2261000000.0,-26.50,-26.53,0.0,,
16582,aastocks,2362.HK,2016/12,2016,annual,HKD,,,,0.0147,,65000000.0,-,-,0.0,,
16583,aastocks,2362.HK,2017/12,2017,annual,HKD,,,,0.0695,,325000000.0,402.53,372.05,0.0,,
16584,aastocks,2362.HK,2018/12,2018,annual,HKD,,,,0.0564,,524000000.0,61.21,-18.89,0.001,,
16585,aastocks,2362.HK,2019/12,2019,annual,HKD,,,,0.0055,,68000000.0,-87.01,-90.34,0.001,,
16586,aastocks,2362.HK,2016/06,2016,quarterly,HKD,,,,-0.0279,,-122000000.0,90.65,90.69,0.0,,
16587,aastocks,2362.HK,2017/06,2017,quarterly,HKD,,,,0.0133,,61000000.0,-,-,0.0,,
16588,aastocks,2362.HK,2018/06,2018,quarterly,HKD,,,,0.0816,,479000000.0,687.55,514.82,0.0,,
16589,aastocks,2362.HK,2019/06,2019,quarterly,HKD,,,,0.0023,,33000000.0,-93.17,-97.13,0.0,,
16590,aastocks,2362.HK,2020/06,2020,quarterly,HKD,,,,-0.0171,,-219000000.0,-,-,0.0,,
16591,aastocks,2363.HK,2015/12,2015,annual,HKD,,,,0.0,,26000000.0,-1.24,-,0.0,,
16592,aastocks,2363.HK,2016/12,2016,annual,HKD,,,,0.0,,24000000.0,-6.24,-,0.0,,
16593,aastocks,2363.HK,2017/12,2017,annual,HKD,,,,0.1582,,23000000.0,-5.15,-,0.0,,
16594,aastocks,2363.HK,2018/12,2018,annual,HKD,,,,0.0225,,4000000.0,-82.19,-85.78,0.0,,
16595,aastocks,2363.HK,2019/12,2019,annual,HKD,,,,-0.3602,,-68000000.0,-,-,0.0,,
16596,aastocks,2363.HK,2018/06,2018,quarterly,HKD,,,,0.0501,,9000000.0,-,-,0.0,,
16597,aastocks,2363.HK,2019/06,2019,quarterly,HKD,,,,-0.0497,,-9000000.0,-,-,0.0,,
16598,aastocks,2363.HK,2020/06,2020,quarterly,HKD,,,,-0.1659,,-31000000.0,-233.95,-233.80,0.0,,
16599,aastocks,2366.HK,2015/12,2015,annual,HKD,,,,0.03,,19000000.0,-,-,0.0,,
16600,aastocks,2366.HK,2016/12,2016,annual,HKD,,,,0.0281,,23000000.0,17.89,-6.33,0.0,,
16601,aastocks,2366.HK,2017/12,2017,annual,HKD,,,,-0.1429,,-133000000.0,-,-,0.0,,
16602,aastocks,2366.HK,2018/12,2018,annual,HKD,,,,-0.3779,,-497000000.0,-273.76,-164.45,0.0,,
16603,aastocks,2366.HK,2019/12,2019,annual,HKD,,,,-0.164,,-216000000.0,56.61,56.60,0.0,,
16604,aastocks,2366.HK,2015/06,2015,quarterly,HKD,,,,-0.04,,-23000000.0,17.53,20.00,0.0,,
16605,aastocks,2366.HK,2016/06,2016,quarterly,HKD,,,,0.028,,23000000.0,-,-,0.0,,
16606,aastocks,2366.HK,2017/06,2017,quarterly,HKD,,,,0.003,,2000000.0,-89.39,-89.29,0.0,,
16607,aastocks,2366.HK,2018/06,2018,quarterly,HKD,,,,0.002,,2000000.0,-17.59,-33.33,0.0,,
16608,aastocks,2366.HK,2019/06,2019,quarterly,HKD,,,,-0.036,,-48000000.0,-,-,0.0,,
16609,aastocks,2368.HK,2016/03,2016,annual,HKD,,,,0.25,,125000000.0,18.96,18.48,0.17,,
16610,aastocks,2368.HK,2017/03,2017,annual,HKD,,,,0.31,,155000000.0,23.97,24.00,0.21,,
16611,aastocks,2368.HK,2018/03,2018,annual,HKD,,,,0.46,,230000000.0,48.28,48.39,0.3,,
16612,aastocks,2368.HK,2019/03,2019,annual,HKD,,,,0.277,,140000000.0,-38.95,-39.78,0.2,,
16613,aastocks,2368.HK,2020/03,2020,annual,HKD,,,,0.42,,223000000.0,59.14,51.62,0.29,,
16614,aastocks,2368.HK,2016/09,2016,quarterly,HKD,,,,0.242,,121000000.0,4.22,4.22,0.15,,
16615,aastocks,2368.HK,2017/09,2017,quarterly,HKD,,,,0.3154,,158000000.0,30.32,30.33,0.18,,
16616,aastocks,2368.HK,2018/09,2018,quarterly,HKD,,,,0.2024,,101000000.0,-35.83,-35.83,0.14,,
16617,aastocks,2368.HK,2019/09,2019,quarterly,HKD,,,,0.29,,159000000.0,57.32,43.28,0.2,,
16618,aastocks,2368.HK,2020/09,2020,quarterly,HKD,,,,0.4339,,231000000.0,45.09,49.62,0.3,,
16619,aastocks,2369.HK,2015/12,2015,annual,HKD,,,,0.4666,,2325000000.0,353.25,290.79,0.0,,
16620,aastocks,2369.HK,2016/12,2016,annual,HKD,,,,-0.8982,,-4380000000.0,-,-,0.0,,
16621,aastocks,2369.HK,2017/12,2017,annual,HKD,,,,-0.5314,,-2674000000.0,38.93,40.84,0.0,,
16622,aastocks,2369.HK,2018/12,2018,annual,HKD,,,,-0.0813,,-409000000.0,84.70,84.70,0.0,,
16623,aastocks,2369.HK,2019/12,2019,annual,HKD,,,,0.0222,,112000000.0,-,-,0.0,,
16624,aastocks,2369.HK,2016/06,2016,quarterly,HKD,,,,-0.409,,-2053000000.0,-,-,0.0,,
16625,aastocks,2369.HK,2017/06,2017,quarterly,HKD,,,,-0.2084,,-1049000000.0,48.90,49.05,0.0,,
16626,aastocks,2369.HK,2018/06,2018,quarterly,HKD,,,,-0.0647,,-326000000.0,68.94,68.95,0.0,,
16627,aastocks,2369.HK,2019/06,2019,quarterly,HKD,,,,-0.0053,,-27000000.0,91.77,91.81,0.0,,
16628,aastocks,2369.HK,2020/06,2020,quarterly,HKD,,,,-0.0113,,-66000000.0,-145.74,-113.21,0.0,,
16629,aastocks,2371.HK,2015/12,2015,annual,HKD,,,,-0.0787,,-351000000.0,-,-,0.0,,
16630,aastocks,2371.HK,2016/12,2016,annual,HKD,,,,-0.0452,,-210000000.0,40.13,42.52,0.0,,
16631,aastocks,2371.HK,2017/12,2017,annual,HKD,,,,-0.004,,-18000000.0,91.32,91.25,0.0,,
16632,aastocks,2371.HK,2018/12,2018,annual,HKD,,,,0.0017,,9000000.0,-,-,0.0,,
16633,aastocks,2371.HK,2019/12,2019,annual,HKD,,,,-0.0041,,-23000000.0,-,-,0.0,,
16634,aastocks,2371.HK,2016/06,2016,quarterly,HKD,,,,-0.0093,,-43000000.0,-5.92,2.15,0.0,,
16635,aastocks,2371.HK,2017/06,2017,quarterly,HKD,,,,-0.0028,,-13000000.0,70.18,70.22,0.0,,
16636,aastocks,2371.HK,2018/06,2018,quarterly,HKD,,,,0.0018,,9000000.0,-,-,0.0,,
16637,aastocks,2371.HK,2019/06,2019,quarterly,HKD,,,,-0.0073,,-36000000.0,-,-,0.0,,
16638,aastocks,2371.HK,2020/06,2020,quarterly,HKD,,,,-0.003,,-17000000.0,51.76,59.32,0.0,,
16639,aastocks,2377.HK,2015/12,2015,annual,HKD,,,,0.2705,,162000000.0,25.11,27.50,0.0,,
16640,aastocks,2377.HK,2016/12,2016,annual,HKD,,,,0.2778,,169000000.0,4.42,2.71,0.0,,
16641,aastocks,2377.HK,2017/12,2017,annual,HKD,,,,-0.0959,,-44000000.0,-,-,0.0,,
16642,aastocks,2377.HK,2018/12,2018,annual,HKD,,,,0.501,,447000000.0,-,-,0.09,,
16643,aastocks,2377.HK,2019/12,2019,annual,HKD,,,,0.2012,,204000000.0,-54.39,-59.85,0.0315,,
16644,aastocks,2377.HK,2018/06,2018,quarterly,HKD,,,,0.4019,,319000000.0,-,-,0.0,,
16645,aastocks,2377.HK,2019/06,2019,quarterly,HKD,,,,0.1023,,103000000.0,-67.64,-74.55,0.0,,
16646,aastocks,2377.HK,2020/06,2020,quarterly,HKD,,,,0.1206,,117000000.0,13.03,17.87,0.0,,
16647,aastocks,2378.HK,2016/12,2016,annual,HKD,,,,7.1764,,18381000000.0,-37.96,-38.15,4.1623,,
16648,aastocks,2378.HK,2017/12,2017,annual,HKD,,,,9.8211,,25202000000.0,37.11,36.85,4.958,,
16649,aastocks,2378.HK,2018/12,2018,annual,HKD,,,,11.6117,,29898000000.0,18.64,18.23,4.9019,,
16650,aastocks,2378.HK,2019/12,2019,annual,HKD,,,,2.3595,,6097000000.0,-79.61,-79.68,3.6023,,
16651,aastocks,2378.HK,2020/12,2020,annual,HKD,,,,6.3264,,16421000000.0,169.32,168.13,1.2482,,
16652,aastocks,2378.HK,2016/06,2016,quarterly,HKD,,,,2.8003,,7152000000.0,-59.16,-59.16,1.346,,
16653,aastocks,2378.HK,2017/06,2017,quarterly,HKD,,,,5.9654,,15295000000.0,113.86,113.03,1.4736,,
16654,aastocks,2378.HK,2018/06,2018,quarterly,HKD,,,,5.4602,,14050000000.0,-8.14,-8.47,1.6236,,
16655,aastocks,2378.HK,2019/06,2019,quarterly,HKD,,,,5.8865,,15261000000.0,8.63,7.81,1.6302,,
16656,aastocks,2378.HK,2020/06,2020,quarterly,HKD,,,,1.5271,,3969000000.0,-73.99,-74.06,0.4163,,
16657,aastocks,2379.HK,2015/12,2015,annual,HKD,,,,-0.0365,,-9000000.0,61.75,65.63,0.0,,
16658,aastocks,2379.HK,2016/12,2016,annual,HKD,,,,0.1667,,63000000.0,-,-,0.0,,
16659,aastocks,2379.HK,2017/12,2017,annual,HKD,,,,0.2446,,100000000.0,58.17,46.73,0.0,,
16660,aastocks,2379.HK,2018/12,2018,annual,HKD,,,,-0.1264,,-52000000.0,-,-,0.0,,
16661,aastocks,2379.HK,2019/12,2019,annual,HKD,,,,0.1754,,72000000.0,-,-,0.0,,
16662,aastocks,2379.HK,2016/06,2016,quarterly,HKD,,,,0.0766,,24000000.0,-,-,0.0,,
16663,aastocks,2379.HK,2017/06,2017,quarterly,HKD,,,,0.1545,,63000000.0,160.02,101.54,0.0,,
16664,aastocks,2379.HK,2018/06,2018,quarterly,HKD,,,,0.0402,,16000000.0,-74.02,-73.98,0.0,,
16665,aastocks,2379.HK,2019/06,2019,quarterly,HKD,,,,0.2046,,84000000.0,408.54,409.04,0.0,,
16666,aastocks,2379.HK,2020/06,2020,quarterly,HKD,,,,0.0175,,7000000.0,-91.59,-91.43,0.0,,
16667,aastocks,2380.HK,2015/12,2015,annual,HKD,,,,0.6821,,4880000000.0,41.38,30.15,0.277,,
16668,aastocks,2380.HK,2016/12,2016,annual,HKD,,,,0.3334,,2629000000.0,-46.12,-51.13,0.1778,,
16669,aastocks,2380.HK,2017/12,2017,annual,HKD,,,,0.1199,,953000000.0,-63.73,-64.04,0.0971,,
16670,aastocks,2380.HK,2018/12,2018,annual,HKD,,,,0.1252,,1251000000.0,31.16,4.47,0.1252,,
16671,aastocks,2380.HK,2019/12,2019,annual,HKD,,,,0.1453,,1435000000.0,14.77,15.99,0.1453,,
16672,aastocks,2380.HK,2016/06,2016,quarterly,HKD,,,,0.3019,,2237000000.0,-34.38,-38.03,0.0,,
16673,aastocks,2380.HK,2017/06,2017,quarterly,HKD,,,,0.0576,,490000000.0,-78.09,-80.91,0.0,,
16674,aastocks,2380.HK,2018/06,2018,quarterly,HKD,,,,0.0709,,717000000.0,46.29,23.08,0.0,,
16675,aastocks,2380.HK,2019/06,2019,quarterly,HKD,,,,0.1137,,1110000000.0,54.87,60.25,0.0,,
16676,aastocks,2380.HK,2020/06,2020,quarterly,HKD,,,,0.1315,,1286000000.0,15.81,15.72,0.0,,
16677,aastocks,2381.HK,2017/12,2017,annual,HKD,,,,0.0,,31000000.0,-,-,0.0,,
16678,aastocks,2381.HK,2018/12,2018,annual,HKD,,,,0.0,,35000000.0,10.97,-,0.0,,
16679,aastocks,2381.HK,2019/12,2019,annual,HKD,,,,0.0,,45000000.0,31.01,-,0.0,,
16680,aastocks,2381.HK,2020/06,2020,quarterly,HKD,,,,0.0083,,15000000.0,-,-,0.0,,
16681,aastocks,2382.HK,2015/12,2015,annual,HKD,,,,0.8339,,896000000.0,26.80,26.29,0.249,,
16682,aastocks,2382.HK,2016/12,2016,annual,HKD,,,,1.3068,,1412000000.0,57.65,56.72,0.3223,,
16683,aastocks,2382.HK,2017/12,2017,annual,HKD,,,,3.1982,,3479000000.0,146.34,144.73,0.7925,,
16684,aastocks,2382.HK,2018/12,2018,annual,HKD,,,,2.5951,,2836000000.0,-18.47,-18.86,0.6467,,
16685,aastocks,2382.HK,2019/12,2019,annual,HKD,,,,4.0768,,4460000000.0,57.27,57.09,0.8102,,
16686,aastocks,2382.HK,2016/06,2016,quarterly,HKD,,,,0.5018,,540000000.0,40.58,39.95,0.0,,
16687,aastocks,2382.HK,2017/06,2017,quarterly,HKD,,,,1.2376,,1336000000.0,147.32,146.65,0.0,,
16688,aastocks,2382.HK,2018/06,2018,quarterly,HKD,,,,1.2771,,1395000000.0,4.38,3.19,0.0,,
16689,aastocks,2382.HK,2019/06,2019,quarterly,HKD,,,,1.4867,,1627000000.0,16.64,16.41,0.0,,
16690,aastocks,2382.HK,2020/06,2020,quarterly,HKD,,,,1.7522,,1917000000.0,17.85,17.86,0.0,,
16691,aastocks,2383.HK,2015/12,2015,annual,HKD,,,,-0.0551,,-214000000.0,-152.68,-152.75,0.0,,
16692,aastocks,2383.HK,2016/12,2016,annual,HKD,,,,-0.071,,-277000000.0,-28.95,-28.86,0.0,,
16693,aastocks,2383.HK,2017/12,2017,annual,HKD,,,,-0.0622,,-242000000.0,12.40,12.39,0.0,,
16694,aastocks,2383.HK,2018/12,2018,annual,HKD,,,,-0.0406,,-159000000.0,34.53,34.73,0.0,,
16695,aastocks,2383.HK,2019/12,2019,annual,HKD,,,,-0.0498,,-197000000.0,-24.37,-22.66,0.0,,
16696,aastocks,2383.HK,2016/06,2016,quarterly,HKD,,,,-0.0332,,-129000000.0,-66.00,-66.00,0.0,,
16697,aastocks,2383.HK,2017/06,2017,quarterly,HKD,,,,-0.0355,,-138000000.0,-7.16,-6.93,0.0,,
16698,aastocks,2383.HK,2018/06,2018,quarterly,HKD,,,,-0.0166,,-64000000.0,53.40,53.24,0.0,,
16699,aastocks,2383.HK,2019/06,2019,quarterly,HKD,,,,-0.0207,,-82000000.0,-27.35,-24.70,0.0,,
16700,aastocks,2383.HK,2020/06,2020,quarterly,HKD,,,,-0.0283,,-112000000.0,-36.29,-36.71,0.0,,
16701,aastocks,2386.HK,2015/12,2015,annual,HKD,,,,0.8821,,3902000000.0,-10.40,-10.53,0.3493,,
16702,aastocks,2386.HK,2016/12,2016,annual,HKD,,,,0.4223,,1857000000.0,-52.41,-52.13,0.1667,,
16703,aastocks,2386.HK,2017/12,2017,annual,HKD,,,,0.3117,,1355000000.0,-27.04,-26.18,0.2398,,
16704,aastocks,2386.HK,2018/12,2018,annual,HKD,,,,0.4327,,1912000000.0,41.15,38.80,0.255,,
16705,aastocks,2386.HK,2019/12,2019,annual,HKD,,,,0.5476,,2440000000.0,27.60,26.56,0.3576,,
16706,aastocks,2386.HK,2016/06,2016,quarterly,HKD,,,,0.2787,,1253000000.0,-41.36,-42.80,0.0836,,
16707,aastocks,2386.HK,2017/06,2017,quarterly,HKD,,,,0.219,,962000000.0,-23.20,-21.42,0.0645,,
16708,aastocks,2386.HK,2018/06,2018,quarterly,HKD,,,,0.2956,,1309000000.0,36.06,34.95,0.1182,,
16709,aastocks,2386.HK,2019/06,2019,quarterly,HKD,,,,0.3069,,1363000000.0,4.06,3.84,0.1228,,
16710,aastocks,2386.HK,2020/06,2020,quarterly,HKD,,,,0.3069,,1381000000.0,1.39,0.01,0.1239,,
16711,aastocks,2388.HK,2015/12,2015,annual,HKD,,,,2.552,,26982000000.0,9.79,9.78,1.224,,
